time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-11-12T21:15:19.260Z,37.6601667,-118.8633333,1.97,0.3,md,8,148,0.0309,0.03,nc,nc73481061,2020-11-12T22:19:04.630Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.33,1.26,0.058,7,reviewed,nc,nc
2020-11-12T21:13:48.090Z,39.434,-110.3275,-1.26,1.48,md,7,151,0.01006,0.04,uu,uu60418052,2020-11-13T17:52:23.320Z,"14 km SSE of Sunnyside, Utah",earthquake,0.92,0.44,0.143,7,reviewed,uu,uu
2020-11-12T21:08:58.009Z,64.4595,-147.9693,16.1,1,ml,,,,0.6,ak,ak020eklwyfm,2020-11-12T21:11:57.293Z,"39 km SSW of South Van Horn, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-12T21:05:43.390Z,33.7136667,-116.738,17.83,0.77,ml,31,41,0.02002,0.11,ci,ci39463591,2020-11-12T21:50:57.969Z,"3km SSW of Idyllwild, CA",earthquake,0.19,0.28,0.2,14,reviewed,ci,ci
2020-11-12T21:05:28.930Z,36.1302,-115.4042,4.8,1.7,ml,14,244.56,0.432,0.24,nn,nn00782889,2020-11-12T21:13:47.567Z,"6 km WNW of Summerlin South, Nevada",earthquake,,7.6,,,automatic,nn,nn
2020-11-12T20:56:22.125Z,-28.7053,-67.8138,209.82,4.4,mb,,136,2.163,0.73,us,us7000ce06,2020-11-13T16:08:51.040Z,"38 km E of Vinchina, Argentina",earthquake,10,6,0.239,5,reviewed,us,us
2020-11-12T20:56:15.550Z,41.0935,-123.3536667,35.92,2.44,md,27,58,0.1997,0.2,nc,nc73481056,2020-11-13T03:05:04.435Z,"29km NE of Willow Creek, CA",earthquake,0.33,0.47,0.095,27,reviewed,nc,nc
2020-11-12T20:54:05.510Z,44.2808333,-115.1208333,6.35,1.87,ml,10,80,0.881,0.28,mb,mb80474769,2020-11-12T22:49:10.370Z,"16 km WNW of Stanley, Idaho",earthquake,0.73,1.5,0.121,7,reviewed,mb,mb
2020-11-12T20:49:44.080Z,45.9633333333333,-122.075166666667,9.78,2.85,ml,60,41,0.1143,0.15,uw,uw61701151,2020-11-14T11:30:52.461Z,"27 km ENE of Yacolt, Washington",earthquake,0.22,1.42,0.155816978837565,24,reviewed,uw,uw
2020-11-12T20:32:50.910Z,43.4615,-122.9935,-0.51,1.37,ml,8,158,0.09608,0.16,uw,uw61701146,2020-11-13T19:15:46.160Z,"18 km ENE of Fair Oaks, Oregon",explosion,0.59,31.61,0.0634782151628144,4,reviewed,uw,uw
2020-11-12T20:32:33.190Z,19.171667098999,-155.456497192383,36.4900016784668,2.03999996,md,26,141,,0.140000001,hv,hv72227157,2020-11-12T20:35:32.430Z,"4 km SE of Pāhala, Hawaii",earthquake,0.86,1.30999994,2.02999997,6,automatic,hv,hv
2020-11-12T20:22:57.570Z,34.0003333,-116.7383333,13.13,0.4,ml,9,121,0.06733,0.13,ci,ci39463559,2020-11-12T20:32:58.095Z,"10km NNE of Cabazon, CA",earthquake,0.45,0.99,0.108,6,reviewed,ci,ci
2020-11-12T20:21:30.430Z,33.8411667,-117.4871667,2.78,1.43,ml,36,60,0.04233,0.16,ci,ci39463551,2020-11-12T20:37:37.627Z,"5km SE of Home Gardens, CA",quarry blast,0.21,0.35,0.13,18,reviewed,ci,ci
2020-11-12T20:19:08.263Z,37.049,71.1708,118.38,4,mb,,63,2.481,1.15,us,us7000cdzw,2020-11-13T16:22:52.040Z,"36 km NE of Jurm, Afghanistan",earthquake,7.1,12.9,0.15,12,reviewed,us,us
2020-11-12T20:16:53.010Z,33.878,-117.5113333,-0.56,0.94,ml,12,131,0.08183,0.21,ci,ci39463543,2020-11-12T20:26:54.955Z,"1km E of Home Gardens, CA",quarry blast,0.61,31.61,0.108,10,reviewed,ci,ci
2020-11-12T20:11:42.452Z,31.7239,-104.5446,7.69,3.4,ml,,66,0.038,0.36,us,us7000cdzr,2020-11-13T16:12:16.040Z,"52 km SSW of Whites City, New Mexico",earthquake,1.7,1.8,0.039,88,reviewed,us,us
2020-11-12T20:11:27.240Z,37.661,-118.8661667,2.9,0.9,md,16,97,0.02945,0.05,nc,nc73481046,2020-11-13T20:39:09.345Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.33,0.47,0.214,14,reviewed,nc,nc
2020-11-12T20:05:21.148Z,64.6961,-162.3438,13,3.1,ml,,,,0.92,ak,ak020eklasvl,2020-11-13T15:37:12.040Z,"9 km NNW of Elim, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-11-12T20:04:44.560Z,19.1961669921875,-155.479507446289,26.6000003814697,1.88999999,md,18,201,,0.239999995,hv,hv72227102,2020-11-12T20:07:57.810Z,"0 km S of Pāhala, Hawaii",earthquake,1.48,2.4000001,0.939999998,3,automatic,hv,hv
2020-11-12T19:54:45.610Z,34.9915,-118.1793333,-0.84,1.38,ml,20,54,0.1195,0.2,ci,ci39463519,2020-11-12T22:03:59.103Z,"7km S of Mojave, CA",quarry blast,0.4,31.61,0.189,10,reviewed,ci,ci
2020-11-12T19:53:29.070Z,36.7447,-116.2797,10.6,0,ml,13,113.13,0.059,0.06,nn,nn00782883,2020-11-12T20:07:05.964Z,"46 km ESE of Beatty, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-11-12T19:52:43.020Z,60.1032,-152.3857,87.6,2.8,ml,,,,0.54,ak,ak020ekkzhli,2020-11-12T23:11:06.040Z,"40 km WNW of Happy Valley, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-12T19:51:24.490Z,35.6501667,-117.4488333,6.16,2.31,ml,41,90,0.1329,0.12,ci,ci39463511,2020-11-12T20:22:10.070Z,"14km SSW of Searles Valley, CA",earthquake,0.14,0.56,0.13,24,reviewed,ci,ci
2020-11-12T19:50:52.630Z,35.0556667,-118.3461667,-0.92,1.31,ml,24,51,0.06503,0.16,ci,ci39463503,2020-11-12T20:16:16.412Z,"13km SE of Tehachapi, CA",quarry blast,0.31,31.61,0.135,20,reviewed,ci,ci
2020-11-12T19:43:55.100Z,19.3726666666667,-155.277,2.79,1.75,ml,11,199,,0.27,hv,hv72227072,2020-11-12T22:28:46.760Z,"8 km SSW of Volcano, Hawaii",earthquake,0.88,0.9,0.244762955688638,10,reviewed,hv,hv
2020-11-12T19:43:08.467Z,63.2318,-148.8242,78.6,1.6,ml,,,,1,ak,ak020ekkxhiz,2020-11-12T19:47:57.127Z,"18 km SSE of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-12T19:39:25.060Z,61.4817,-149.165,19.9,2.1,ml,,,,0.67,ak,ak020ekkwnw6,2020-11-12T19:52:17.802Z,"9 km SW of Butte, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-11-12T19:35:01.430Z,46.9341666666667,-119.493333333333,13.96,0.82,ml,12,92,0.01792,0.16,uw,uw61701106,2020-11-12T20:20:03.990Z,"11 km ENE of Royal City, Washington",earthquake,0.37,0.49,0.213921540850602,10,reviewed,uw,uw
2020-11-12T19:33:06.650Z,37.6596667,-118.8618333,3.37,1.07,md,16,95,0.0299,0.05,nc,nc73481031,2020-11-13T21:05:05.297Z,"11km ENE of Mammoth Lakes, CA",earthquake,0.3,0.48,0.214,15,reviewed,nc,nc
2020-11-12T19:31:03.510Z,38.1547,-118.018,5.5,0.8,ml,12,178.7,0.026,0.2,nn,nn00782876,2020-11-12T19:38:47.434Z,"27 km SSE of Mina, Nevada",earthquake,,1.9,,,automatic,nn,nn
2020-11-12T19:30:03.840Z,38.2082,-117.7967,0,1.3,ml,20,117.81,0.136,0.45,nn,nn00782871,2020-11-12T19:33:27.445Z,"33 km SE of Mina, Nevada",earthquake,,23.6,,,automatic,nn,nn
2020-11-12T19:23:42.920Z,19.4171657562256,-155.268173217773,-0.150000005960464,1.85,ml,15,71,,0.280000001,hv,hv72227017,2020-11-12T19:29:14.190Z,"4 km SW of Volcano, Hawaii",earthquake,0.2,0.349999994,0.98,9,automatic,hv,hv
2020-11-12T19:19:47.910Z,4.1131,122.7546,567.78,5.1,mww,,38,3.574,1.05,us,us7000cdyv,2020-11-12T22:57:55.040Z,"232 km SSE of Tabiauan, Philippines",earthquake,7.6,5.8,0.098,10,reviewed,us,us
2020-11-12T19:18:16.191Z,28.1447,104.7825,36.45,4.7,mb,,48,4.634,0.53,us,us7000cdyw,2020-11-12T23:04:38.040Z,"34 km S of Xunchang, China",earthquake,8.6,8.6,0.081,46,reviewed,us,us
2020-11-12T19:16:40.870Z,37.6608333,-118.8638333,1.91,0.68,md,10,97,0.03091,0.04,nc,nc73481026,2020-11-13T20:20:35.870Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.29,1.03,0.101,7,reviewed,nc,nc
2020-11-12T19:13:08.650Z,17.9473,-66.9613,11,2.72,md,12,212,0.0858,0.12,pr,pr2020317004,2020-11-12T19:48:15.441Z,"6 km WSW of Guánica, Puerto Rico",earthquake,0.67,0.38,0.19,9,reviewed,pr,pr
2020-11-12T19:07:16.650Z,37.6615,-118.8635,0.28,0.28,md,7,167,0.03149,0.02,nc,nc73481021,2020-11-12T21:40:48.135Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.51,1.66,0.015,5,reviewed,nc,nc
2020-11-12T19:04:26.260Z,38.4785,-118.0465,0.8,1.4,ml,9,211.89,0.175,0.23,nn,nn00782869,2020-11-12T19:31:03.553Z,"11 km NNE of Mina, Nevada",earthquake,,20,,,automatic,nn,nn
2020-11-12T19:02:57.020Z,38.2,-117.7443,13.8,1.9,ml,27,125.67,0.129,0.08,nn,nn00782865,2020-11-12T19:06:49.076Z,"38 km ESE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-11-12T19:02:07.781Z,62.9489,-149.7619,72.2,1.6,ml,,,,0.87,ak,ak020ekkop0l,2020-11-12T19:06:39.393Z,"58 km NNE of Chase, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-11-12T18:54:42.660Z,37.4968338,-121.8318329,3.89,1.31,md,8,152,0.04773,0.02,nc,nc73481016,2020-11-12T20:02:05.613Z,"10km NE of Milpitas, CA",earthquake,0.57,1.4,0.08,6,automatic,nc,nc
2020-11-12T18:50:38.420Z,47.0168333333333,-120.353666666667,-0.68,0.91,ml,8,121,0.1816,0.34,uw,uw61701101,2020-11-12T20:26:15.410Z,"6 km NE of Kittitas, Washington",explosion,1.28,31.61,0.275913210366791,7,reviewed,uw,uw
2020-11-12T18:47:26.200Z,35.6138333,-117.45,6.58,1.47,ml,33,73,0.1128,0.13,ci,ci39463455,2020-11-12T19:10:46.400Z,"18km SSW of Searles Valley, CA",earthquake,0.16,0.58,0.181,19,reviewed,ci,ci
2020-11-12T18:44:54.984Z,36.14388275,-99.23517609,5,2.22,ml,7,182.0817909,0.1675942987,1.339203895,ok,ok2020wguc,2020-11-12T18:48:00.774Z,"5 km E of Vici, Oklahoma",earthquake,8.588451146,,,7,automatic,ok,ok
2020-11-12T18:42:54.210Z,35.6895,-117.4885,5.17,1.59,ml,32,66,0.1215,0.12,ci,ci39463439,2020-11-12T19:04:38.320Z,"12km SW of Searles Valley, CA",earthquake,0.15,0.44,0.117,23,reviewed,ci,ci
2020-11-12T18:42:42.550Z,19.4476666666667,-155.286833333333,1.58,1.68,ml,10,296,,0.21,hv,hv72226937,2020-11-12T20:55:20.910Z,"5 km W of Volcano, Hawaii",earthquake,0.89,0.72,0.130801030353347,6,reviewed,hv,hv
2020-11-12T18:42:16.664Z,36.6899,-116.1474,7,-0.1,ml,12,161.52,0.005,0.1031,nn,nn00782918,2020-11-13T02:26:16.815Z,"44 km WNW of Indian Springs, Nevada",earthquake,,0.9,0.18,6,reviewed,nn,nn
2020-11-12T18:41:30.880Z,44.873,-114.5411667,22.18,2.44,ml,17,148,0.984,0.3,mb,mb80474754,2020-11-12T19:19:25.740Z,"47 km NNW of Challis, Idaho",earthquake,1.07,2.39,0.122,14,reviewed,mb,mb
2020-11-12T18:39:59.290Z,35.2228333,-119.4505,3.25,1.45,ml,17,107,0.08084,0.24,ci,ci39463431,2020-11-12T18:55:57.887Z,"9km N of Taft, CA",earthquake,0.5,0.61,0.112,12,reviewed,ci,ci
2020-11-12T18:39:39.900Z,40.7351667,-112.0465,8.53,0.79,md,19,40,0.01151,0.11,uu,uu60418012,2020-11-12T19:05:06.340Z,"5 km ENE of Magna, Utah",earthquake,0.3,0.49,0.258,10,reviewed,uu,uu
2020-11-12T18:36:42.890Z,19.4099998474121,-155.281494140625,0.769999980926514,1.76999998,md,11,61,,0.200000003,hv,hv72226927,2020-11-12T18:39:45.680Z,"6 km SW of Volcano, Hawaii",earthquake,0.31,0.810000002,0.109999999,9,automatic,hv,hv
2020-11-12T18:32:50.860Z,19.1653327941895,-155.448837280273,31.6299991607666,2.21,ml,42,172,,0.100000001,hv,hv72226922,2020-11-12T22:36:31.040Z,"5 km SE of Pāhala, Hawaii",earthquake,0.54,0.870000005,4,5,automatic,hv,hv
2020-11-12T18:30:19.131Z,64.0592,-147.6301,11.5,1.5,ml,,,,0.54,ak,ak020ekk9ae1,2020-11-12T18:36:30.515Z,"60 km SW of Harding-Birch Lakes, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-12T18:29:17.810Z,46.9666666666667,-120.375,-0.87,1.58,ml,12,112,0.1438,0.44,uw,uw61701091,2020-11-12T20:13:47.530Z,"3 km ESE of Kittitas, Washington",explosion,1.22,31.61,0.259885517619694,11,reviewed,uw,uw
2020-11-12T18:29:03.440Z,38.1815,-117.8708,7.7,1.5,ml,21,95.72,0.009,0.11,nn,nn00782860,2020-11-12T18:43:08.162Z,"31 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-11-12T18:26:51.240Z,19.4185009002686,-155.282669067383,0.519999980926514,1.86,ml,18,81,,0.189999998,hv,hv72226907,2020-11-12T18:32:21.260Z,"5 km WSW of Volcano, Hawaii",earthquake,0.2,0.319999993,1.11,6,automatic,hv,hv
2020-11-12T18:18:01.290Z,19.4145,-155.274833333333,1.5,1.71,ml,11,124,,0.08,hv,hv72226897,2020-11-12T20:28:46.350Z,"5 km SW of Volcano, Hawaii",earthquake,0.29,0.4,0.125285164188787,9,reviewed,hv,hv
2020-11-12T18:11:28.550Z,19.4078330993652,-155.28450012207,1.36000001430511,1.79,ml,16,88,,0.189999998,hv,hv72226892,2020-11-12T18:16:58.370Z,"6 km SW of Volcano, Hawaii",earthquake,0.29,0.419999987,0.35,7,automatic,hv,hv
2020-11-12T18:05:58.890Z,37.6501667,-118.8648333,1.39,0.73,md,14,83,0.02602,0.1,nc,nc73481001,2020-11-13T20:33:08.101Z,"10km E of Mammoth Lakes, CA",earthquake,0.31,0.67,0.436,12,reviewed,nc,nc
2020-11-12T17:58:06.890Z,37.6481667,-118.8593333,1.92,0.67,md,12,79,0.02123,0.14,nc,nc73480996,2020-11-13T19:59:33.759Z,"11km E of Mammoth Lakes, CA",earthquake,0.44,1.07,0.177,9,reviewed,nc,nc
2020-11-12T17:50:38.457Z,60.9148,-151.1912,56.4,3,ml,,,,0.56,ak,ak020ekjs6k2,2020-11-12T22:24:37.040Z,"17 km S of Tyonek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-12T17:41:49.390Z,38.1795,-117.8735,10.9,1.4,ml,17,112.81,0.033,0.09,nn,nn00782855,2020-11-12T18:04:06.158Z,"31 km SE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-11-12T17:39:06.980Z,37.6603333,-118.8658333,2.45,1.36,md,19,96,0.0293,0.04,nc,nc73480991,2020-11-13T22:23:04.739Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.29,0.48,0.207,16,reviewed,nc,nc
2020-11-12T17:36:48.650Z,37.6596667,-118.8651667,2.58,1.35,md,21,95,0.0294,0.06,nc,nc73480986,2020-11-13T19:35:04.736Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.28,0.36,0.191,14,reviewed,nc,nc
2020-11-12T17:32:32.829Z,36.52683333,-98.98383333,7.53,0.96,ml,20,137,0.04769064147,0.05,ok,ok2020wgrq,2020-11-12T22:19:18.698Z,"9 km NE of Quinlan, Oklahoma",earthquake,,0.1,0.24,5,reviewed,ok,ok
2020-11-12T17:18:04.300Z,34.0423333,-116.9685,15.16,0.88,ml,18,71,0.02434,0.11,ci,ci39463383,2020-11-12T18:28:40.576Z,"7km E of Yucaipa, CA",earthquake,0.34,0.52,0.149,13,reviewed,ci,ci
2020-11-12T17:16:47.930Z,36.9821663,-121.63517,2.92,1.74,md,9,116,0.05029,0.06,nc,nc73480981,2020-11-12T18:18:05.255Z,"6km WSW of Gilroy, CA",earthquake,0.32,1.24,0.15,7,automatic,nc,nc
2020-11-12T17:11:47.880Z,38.1638,-118.1066,4.7,2.8,ml,30,71.97,0.043,0.1353,nn,nn00782850,2020-11-12T21:55:23.040Z,"25 km S of Mina, Nevada",earthquake,,1.3,0.41,15,reviewed,nn,nn
2020-11-12T17:09:53.590Z,36.0033333,-117.7836667,0.56,0.62,ml,8,67,0.02644,0.07,ci,ci37305244,2020-11-12T18:49:42.150Z,"13km NE of Little Lake, CA",earthquake,0.16,0.41,0.308,4,reviewed,ci,ci
2020-11-12T17:09:44.410Z,35.8206667,-117.6558333,7.47,0.53,ml,12,88,0.04766,0.1,ci,ci39463375,2020-11-12T18:40:15.355Z,"22km N of Ridgecrest, CA",earthquake,0.23,0.51,0.081,6,reviewed,ci,ci
2020-11-12T17:05:20.065Z,37.909,-118.457,12.8,1.3,ml,18,91,0.345,0.1575,nn,nn00782848,2020-11-13T00:54:30.476Z,"10 km N of Benton, California",earthquake,,3.7,0.31,6,reviewed,nn,nn
2020-11-12T17:04:16.020Z,62.046,-144.543,6.49,0.52,ml,5,209,,0.18,av,av91012083,2020-11-12T23:39:14.040Z,"41 km E of Silver Springs, Alaska",earthquake,1.2,1.71,0.278763853319738,4,reviewed,av,av
2020-11-12T17:01:45.640Z,39.2035,-119.5998,6.9,0.6,ml,3,202.96,0.1,0.0802,nn,nn00782914,2020-11-13T02:26:11.078Z,"3 km S of Dayton, Nevada",earthquake,,5.2,0.45,2,reviewed,nn,nn
2020-11-12T17:01:42.300Z,38.8165016,-122.8046646,1.74,0.55,md,6,152,0.008077,0.01,nc,nc73480971,2020-11-12T17:37:05.047Z,"6km NW of The Geysers, CA",earthquake,0.63,0.96,,1,automatic,nc,nc
2020-11-12T16:45:17.260Z,37.7596667,-122.566,9.58,0.96,md,22,161,0.1002,0.05,nc,nc73480966,2020-11-13T00:04:09.188Z,"6km WNW of San Francisco Zoo, CA",earthquake,0.26,0.6,0.176,17,reviewed,nc,nc
2020-11-12T16:44:22.489Z,36.52516667,-98.983,7.83,0.84,ml,19,139,0.04589099462,0.09,ok,ok2020wgqc,2020-11-12T21:56:48.832Z,"9 km NE of Quinlan, Oklahoma",earthquake,,0.3,0.24,5,reviewed,ok,ok
2020-11-12T16:40:56.060Z,40.2998333,-124.6891667,19.57,2.2,md,20,255,0.2653,0.26,nc,nc73480961,2020-11-13T02:50:05.356Z,"34km W of Petrolia, CA",earthquake,0.78,0.9,0.184,17,reviewed,nc,nc
2020-11-12T16:34:06.220Z,20.0576666666667,-155.772166666667,8.89,1.96,md,36,282,,0.12,hv,hv72226837,2020-11-14T16:36:49.040Z,"11 km WNW of Waimea, Hawaii",earthquake,0.53,0.47,0.0514174539006498,15,reviewed,hv,hv
2020-11-12T16:34:02.940Z,38.1758,-117.8833,6.3,1.6,ml,10,158.89,0.033,0.09,nn,nn00782845,2020-11-12T17:05:25.021Z,"30 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-11-12T16:32:35.360Z,38.1912,-117.8732,6.4,1.9,ml,23,78.54,0.027,0.13,nn,nn00782843,2020-11-12T16:35:50.190Z,"30 km SE of Mina, Nevada",earthquake,,0.3,,,automatic,nn,nn
2020-11-12T16:31:10.869Z,36.53566667,-98.97983333,6.67,2.59,ml,101,52,0,0.2,ok,ok2020wgpr,2020-11-12T19:17:51.040Z,"10 km WSW of Waynoka, Oklahoma",earthquake,,0.2,0.24,30,reviewed,ok,ok
2020-11-12T16:04:33.620Z,39.2056656,-123.543335,-0.41,1.6,md,10,73,0.0715,0.07,nc,nc73480946,2020-11-12T16:47:05.763Z,"19km E of Navarro Head, CA",earthquake,0.28,2.87,0.13,9,automatic,nc,nc
2020-11-12T15:42:25.339Z,36.5265,-98.98533333,7.83,1.04,ml,24,138,0.04859046489,0.06,ok,ok2020wgob,2020-11-12T16:58:37.969Z,"9 km NE of Quinlan, Oklahoma",earthquake,,0.1,0.22,5,reviewed,ok,ok
2020-11-12T15:41:49.439Z,36.52816667,-98.98483333,7.68,1.09,ml,23,136,0.04859046489,0.08,ok,ok2020wgoa,2020-11-12T16:53:23.353Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.23,5,reviewed,ok,ok
2020-11-12T15:33:09.507Z,36.6502,-116.219,7.5,0.2,ml,12,127.1,0.05,0.1259,nn,nn00782842,2020-11-13T00:29:48.896Z,"49 km W of Indian Springs, Nevada",earthquake,,1.3,0.4,7,reviewed,nn,nn
2020-11-12T15:18:11.880Z,52.3411666666667,-174.132333333333,5.3,0.61,ml,5,133,,0.14,av,av91012078,2020-11-12T23:31:26.420Z,"16 km NNE of Atka, Alaska",earthquake,0.58,0.94,0.214350220096961,5,reviewed,av,av
2020-11-12T15:05:28.100Z,36.0996667,-117.853,4.4,2.13,ml,34,53,0.01794,0.11,ci,ci39463239,2020-11-12T18:17:13.820Z,"10km NE of Coso Junction, CA",earthquake,0.12,0.19,0.242,18,reviewed,ci,ci
2020-11-12T15:04:23.710Z,38.7885017,-122.7699966,1.65,0.67,md,12,83,0.01476,0.03,nc,nc73480931,2020-11-12T15:18:05.261Z,"2km NW of The Geysers, CA",earthquake,0.25,0.57,0.28,2,automatic,nc,nc
2020-11-12T14:55:31.990Z,34.685,-116.3078333,4.75,2.65,ml,72,32,0.1289,0.15,ci,ci39463231,2020-11-15T16:01:24.040Z,"14km WSW of Ludlow, CA",earthquake,0.09,0.37,0.215,25,reviewed,ci,ci
2020-11-12T14:42:14.780Z,38.103,-118.0367,6.1,1.1,ml,13,146.02,0.05,0.03,nn,nn00782835,2020-11-12T14:57:05.706Z,"32 km S of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-11-12T14:40:30.720Z,38.1887,-117.869,10.4,1.4,ml,11,119.18,0.029,0.07,nn,nn00782833,2020-11-12T14:43:45.425Z,"Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-11-12T14:35:21.780Z,34.0475,-117.7841667,9.26,1.45,ml,70,29,0.04812,0.19,ci,ci39463207,2020-11-12T17:44:54.065Z,"3km WSW of Pomona, CA",earthquake,0.15,0.31,0.233,21,reviewed,ci,ci
2020-11-12T14:34:19.802Z,-18.6108,-177.7589,569.82,4.6,mb,,40,4.073,0.72,us,us7000cdtj,2020-11-12T14:53:15.040Z,"Fiji region",earthquake,11.5,6.2,0.036,222,reviewed,us,us
2020-11-12T14:34:10.380Z,36.527,-98.983,7.69,1.29,ml,21,136,0.04679081805,0.07,ok,ok2020wglv,2020-11-12T15:15:14.416Z,"9 km NE of Quinlan, Oklahoma",earthquake,,0.2,0.14,4,reviewed,ok,ok
2020-11-12T14:33:26.809Z,36.52883333,-98.9855,7.95,1.95,ml,24,136,0.04949028832,0.08,ok,ok2020wglu,2020-11-12T15:14:08.615Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.18,9,reviewed,ok,ok
2020-11-12T14:31:52.470Z,36.53222275,-98.97683716,6.332830906,1.77,ml,12,125.8918762,0.04748675227,0.4245094247,ok,ok2020wgls,2020-11-12T16:14:59.525Z,"10 km WSW of Waynoka, Oklahoma",earthquake,5.130006229,5.548192877,0.16,8,automatic,ok,ok
2020-11-12T14:31:44.780Z,33.944,-116.4168333,5.77,0.12,ml,5,163,0.007484,0.15,ci,ci39463191,2020-11-12T15:31:33.834Z,"8km ESE of Desert Hot Springs, CA",earthquake,0.52,0.42,0.065,2,reviewed,ci,ci
2020-11-12T14:27:44.470Z,58.2923333333333,-154.996,4.72,1.25,ml,8,195,,0.21,av,av91012073,2020-11-12T23:22:33.740Z,"86 km NNW of Karluk, Alaska",earthquake,1.58,0.74,0.292623239398619,8,reviewed,av,av
2020-11-12T14:27:03.990Z,38.8186684,-122.8016663,2.36,0.74,md,15,76,0.008088,0.02,nc,nc73480921,2020-11-12T14:52:06.127Z,"6km NW of The Geysers, CA",earthquake,0.27,0.6,0.13,4,automatic,nc,nc
2020-11-12T14:12:55.860Z,34.0911667,-117.2946667,16.97,0.99,ml,34,58,0.1183,0.21,ci,ci39463183,2020-11-12T15:27:31.106Z,"3km NE of Colton, CA",earthquake,0.27,0.64,0.123,21,reviewed,ci,ci
2020-11-12T14:08:55.550Z,38.8421669,-122.8785019,2.61,1.86,md,41,75,0.005519,0.04,nc,nc73480916,2020-11-12T15:51:06.430Z,"13km ENE of Cloverdale, CA",earthquake,0.22,0.27,0.09,11,automatic,nc,nc
2020-11-12T14:06:12.800Z,38.8084984,-122.739502,1.89,1.23,md,18,116,0.01764,0.04,nc,nc73480911,2020-11-12T15:26:04.303Z,"2km SW of Cobb, CA",earthquake,0.27,0.61,0.08,4,automatic,nc,nc
2020-11-12T14:05:08.140Z,38.8093338,-122.7385025,1.61,0.99,md,17,124,0.0261,0.02,nc,nc73480906,2020-11-12T14:19:04.925Z,"2km SW of Cobb, CA",earthquake,0.29,0.68,0.07,4,automatic,nc,nc
2020-11-12T13:57:08.510Z,37.7523333,-113.211,0.85,1.54,md,10,97,0.1297,0.22,uu,uu60418002,2020-11-12T14:28:22.890Z,"15 km WNW of Cedar City, Utah",earthquake,0.53,10.8,0.272,5,reviewed,uu,uu
2020-11-12T13:50:30.640Z,37.8966667,-118.4626667,4.01,1.59,md,26,104,0.1388,0.14,nc,nc73480901,2020-11-13T00:19:04.321Z,"42km NNE of Toms Place, CA",earthquake,0.5,3.84,0.205,23,reviewed,nc,nc
2020-11-12T13:39:10.840Z,35.9825,-117.6798333,1.91,1.4,ml,17,59,0.04199,0.17,ci,ci39463167,2020-11-12T14:34:08.535Z,"21km ENE of Little Lake, CA",earthquake,0.32,0.39,0.146,19,reviewed,ci,ci
2020-11-12T13:36:23.970Z,35.8568333,-117.6861667,9.92,0.42,ml,16,81,0.08007,0.16,ci,ci39463159,2020-11-12T17:20:45.593Z,"22km ESE of Little Lake, CA",earthquake,0.26,0.61,0.131,7,reviewed,ci,ci
2020-11-12T13:35:22.750Z,36.3125,-115.0708,0.2,1.6,ml,17,267.95,0.081,0.24,nn,nn00782828,2020-11-12T13:51:46.842Z,"7 km N of Nellis Air Force Base, Nevada",earthquake,,15.5,,,automatic,nn,nn
2020-11-12T13:32:02.650Z,33.2256667,-116.094,10.05,1.32,ml,57,32,0.09333,0.17,ci,ci39463151,2020-11-12T17:04:26.970Z,"10km NNE of Ocotillo Wells, CA",earthquake,0.14,0.43,0.139,22,reviewed,ci,ci
2020-11-12T13:19:47.520Z,61.4594,-150.0321,34.4,2.4,ml,,,,0.76,ak,ak020ekh7tne,2020-11-15T15:57:45.040Z,"8 km SSW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-12T13:09:21.750Z,19.2616666666667,-155.312,26.75,1.69,md,40,175,,0.12,hv,hv72226717,2020-11-13T04:24:03.550Z,"18 km ENE of Pāhala, Hawaii",earthquake,0.49,0.68,0.158130061853471,17,reviewed,hv,hv
